Text,Emotion
ive been feeling reluctant intermittent and lacklustre to pen my thoughts down,fear
i proclaim to have lost a bit of my sanity and feel so shaky,fear
i was told to do it continues and the fact i feel fear frightened correction terrified of what is next,fear
i feel uncomfortable with the fact i am so powerless at the moment,fear
as a child i suffered of nightmares even since than,fear
i am very fascinated by it and don t feel so uptight by the many challenges life has because of it,fear
i felt low at this point with missing people i know and i love but feeling helpless to do it,fear
i remember that beauty truly is in the eye of the beholder people see the beautiful compliment as a statement of how valuable they find that person and people don t want to kick someone when they are feeling vulnerable,fear
i feel i was intimidated by the college and people at home,fear
i go to my son s conference next week and i am already feeling nervous and apprehensive,fear
i chose to share that little personal snippet in my phone because i know i m not the only one that feels this way and i know i m not the only one that was petrified to face it,fear
i feel uncertain and not entirely safe,fear
i know thats not true but thats how i feel i get scared,fear
i wish we could have a huge collective book club about it because i think these conversations are critical during a time when people are feeling increasingly fearful unsettled and disconnected,fear
i feel like i m uncertain about things i was once so certain,fear
i have a million untrieds to get through so ive decided to make a list and im using a random number generator when im feeling indecisive,fear
i have said this before being a mom has made me feel more vulnerable than i have ever felt before,fear
i do feel apprehensive before meeting someone new particularly in a group situation but i just sign up for everything i can and hope that i ll have found the courage to do it by the time it comes round and i always have so far,fear
im not feeling absolutely terrified of more pain and more trauma to my already battered body,fear
i feel agitated she said and we continued on to the corner of main and hastings where we saw three or four cops in the middle of a take down and my friend who has an anxiety disorder insisted we get on the wrong bus just to get away,fear
i am feeling incredibly restless,fear
ive been feeling really pumped about running again this is very strange,fear
i also feel vulnerable being left on the bed in virtual silence,fear
i feel intimidated by the wide open design and therefore find it hard to write,fear
i don t know if he knew about buffy but i for one was feeling nervous about how the whole multiple dogs on a flight thing was going to pan out,fear
waiting for my girlfriend to come from her apt to mine she was very late and i thought something awful had happened,fear
i had an incredible feeling of frantic despair,fear
i am feeling very shaky,fear
ive been feeling so restless at home these days probably because i had been cooped up at school and home for way too long,fear
im kind of feeling nervous and anxious about all the shit i have to do today,fear
i make the trip i feel a strange combination of excitement and dread,fear
i just don t feel like having distraught parents breathing down my neck,fear
i feel bashful under his teasing scrutiny,fear
i think since im compelled to act all meek and asian in front of my own kind i feel a tad inhibited to the extent that i cant even be myself,fear
i just feel weird doing it but i want to make sure he feels loved in there,fear
i wouldnt feel uncomfortable wearing it at work,fear
i saw a few pianos that were either newer cheaper or larger but there was always something missing that made me feel uncertain about buying them,fear
i are another reason why foreign tourists feel reluctant to drive in this island,fear
i feel a little bit weird,fear
i guess these expectations of me being so goddamn perfect have made me feel afraid to change,fear
i managed a whole tuesday of eating clean but have caffeined up today and am feeling rather shaky,fear
i feel like its at times like these when things seem a little more uncertain that i thank god more for the small things,fear
i feel like ya allah im scared puff it was fun man then id an idea,fear
im drunk for example i feel a lot less shy about speaking in a foreign language that i havent yet totally mastered,fear
i feel like the thing im most nervous about is having two kids,fear
i meet men who feel insecure about women,fear
i feel a bit uncertain really shes a nice girl and good friend material,fear
i feel the pain of this in ways that only a tortured ti could possibly understand,fear
im not feeling insecure this month im feeling full of oomph,fear
i did feel slightly shaky and had a headache,fear
i love taking in peoples smiles the way children giggle the gorgeous way little ones move closer to their moms if strangers smile at them and they feel scared the way teenagers are boisterous and full of life and hopes,fear
i feel so completely helpless to do anything to help those affected by the tornadoes that hav,fear
i was feeling very pressured,fear
i walk in a conventional classroom my senses feel assaulted by all the stuff on the walls hanging from the ceiling and covering all the surfaces,fear
i could already feel the difference in strength during technique class and three classes in i am starting to find my balance though it is still pretty shaky business,fear
i signed the petition and knowing that it will be served in the next few days has left me feeling vulnerable as i am unsure about his reaction,fear
i might be needing quite sometimes to let this feelings fade away but i wont make you feel insecure or disturb or uncomfortable,fear
im sitting there with both boobs hanging out so why do i feel uncomfortable,fear
i can describe what happens to me is that i feel shaky,fear
i think it is possible maybe i am denying it maybe i am not opening myself up to the whole possibility maybe it is only just now i have realised that it is possible to give a man men that power over me to make me feel shaken in my leather sandals,fear
im feeling hopelessly restless,fear
i did not feel its strange effects no more,fear
i am feeling a little uncertain about my skills in the birthday party arena,fear
while cycling in the country,fear
i am feeling terrified anxious excited and apprehensive among a million other things,fear
im feeling pressured at my desk due to the piles of tasks waiting for me i will often pack up and go write in a quiet corner in my bedroom living room or kitchen,fear
i indulge in doing some work i forget about the time trust people easily feel restless until my work is been finished,fear
i feel tortured and sickened exactly the way i felt the last day of lances leave,fear
i get the feeling people think im indecisive and childish which isnt entirely true not to the degree that i show it anyway,fear
i think the sooner we do the better well all feel greg im already in a distressed mood mom,fear
i am a bit out of my comfort zone too and im feeling a tad apprehensive,fear
i could sense that he was uncomfortable when he came to deliver the letter but i was willing to attribute to him feeling weird about being so romantic and vulnerable,fear
i feel like a paranoid annoyance when in reality she wouldve talked to anyone that way,fear
i didn t feel like she was shy so much as taking it all in as her mother has described her,fear
i woke up feeling very distraught and aware of something terrible which will happen soon,fear
i stop learning or if i am feeling inhibited my performance flounders,fear
i read several pages and still feel unsure i feel i ve wasted my time and can t engage with the main argument,fear
im just feeling strangely indecisive and also because i dont really believe that,fear
i want to write that makes you feel the frantic induced nightlife of being on speed,fear
i love the long summer evenings where you can shoot into o clock and not feel as pressured as the short daylight hours winter provides,fear
i admit that with all the thoughts that go through my head i feel doubtful at times coz im scared,fear
i drank a cup of coffee i feel all nervous and weird now,fear
i feel you i can t take more than mg of seroquel either because the restless leg syndrome keeps me awake all night,fear
i really cant count the number of times i cried feeling overwhelmed by someones expression of concern or just by the very fact that they were thinking of me,fear
ive heard so how are you feeling so many times and discussed my uncertain future with so many people that the conversations are blending together,fear
i feel poisoned and tortured by this room,fear
i feel very socially anxious around these ladies,fear
i don t feel agitated some part of me thinks that i ve finally managed to keep my emotions in check,fear
i think is i told my dad and now he feels skeptical about us,fear
i thought about it later feeling anxious and worried,fear
i feel like i was assaulted by a titanium hedgehog,fear
i had thought but i feel scared and somewhat trepidatious nervous and sad,fear
im feeling shy im feeling mad im feeling sad,fear
i don t know what it feels like to be in love so i m starting to get scared that i don t actually love him,fear
i could feel my tremors coming on and i started to get real shaky,fear
i feel so because i feel reluctant,fear
i feel very confused and cant stop myself from digging in a bit more,fear
i feel like i m running in circles and i m terrified,fear
im feeling a bit scared to consider putting myself out there by posting my work on a website frequented by professional artists but i decided to suck it up be a big girl and ask for feedback,fear
i am feeling vulnerable worrying that the publishing world doesn t like my stories and won t like this next one if i write it,fear
i started to feel uncomfortable buzzy short of breath and very mildly panicky,fear
i feel unprotected if i do though,fear
i get a little gripped about timing i feel frantic in my thoughts,fear
i feel this strange bonding with my bed and wardrode have been using both a little more than a decade,fear
i never feel hesitant or timid,fear
i was transferred to the operating bed i began to feel a little apprehensive,fear
im not being fair to xia by doing it this way if he feels frightened by the work i do it that his fault,fear
i do feel a bit fearful that he might be feeling stressed to be drinking so much,fear
i answered feeling rather skeptical,fear
i feel we should not be threatened by the idea of caring and should care far more often,fear
i can t help but feel a little hesitant towards lily,fear
i would have smiled except i was starting to feel like any more uptight comments and my jaw would fall right out of my head,fear
ive been frustrated that i dont walk around floating on air seeing the good in every sidewalk pothole i trip into beating myself up over feeling unsure and scared,fear
ive been feeling a little bit anxious of late as far as my relations or lack thereof with some of the ward and some of the investigators go so im excited to be able to ponder that in the temple and see if i can come up with a plan with the lords help,fear
im still feeling indecisive im polling yall p,fear
i feel horribly insecure about it all,fear
i feel nervous just walking outside,fear
i told him i was feeling anxious about turning thirty,fear
i show my partner how i feel i m afraid s he will not feel the same about me,fear
im being particular but id feel uncomfortable even asserting ive ever been in love,fear
i do find myself feeling distraught about getting older and stressed about the impending responsibilities that are to ensue i am generally content with only a little bit of repressed anger that makes it s appearance only when it s instigated,fear
i got really fucked up last night i got really really really fucked up on loads of downers it was such a bad idea such a bad idea i feel like a neurotic mess right now i cant handle it i cant handle it i cant handle it,fear
im feeling somewhat indecisive about what to do in terms of an alliance,fear
i feel a part of the family of the universe rather than fearful of it,fear
when my mothers heart nearly stopped,fear
i feel very nervous,fear
im not feeling frantic yet so instead i am going to make this sleep teddy,fear
i feel so vulnerable and yet so protective over her,fear
i feel assaulted when i hear the radio ad,fear
i never actually felt the sense of suspense springer was obviously trying to build with references to religious programming in that there was nothing there in the book to build suspense with nothing i could see that made me feel uptight worried or anxious about any of the characters,fear
i feel reluctant to leave,fear
i really love the feeling of being scared,fear
i feel wimpy for complaining about taking credits this semester because i know people who took credits regularly but man this sucks,fear
i was feeling out of sorts anxious not sure what to do with myself,fear
i am healing but i am still feeling shaky at times i managed to get myself to finish some work this week,fear
i feel like ive entered some weird universe and i really am grateful for it,fear
i started feeling nervous thinking about how id planned to feed younger teens,fear
i begin to feel uncomfortable internally feeling nauseous light headed and experienced shortness of breath,fear
i sing the more confident i feel but i still get a little nervous on an opening night,fear
i dont mean that id like to chicken out but i am feeling more insecure about myself and maybe doubting the fact that i should be able to run km tomorrow,fear
i closed my eyes tightly and covered my ears and thank god i woke up before i apologize for the brutality of my nightmare it left me feeling shaken and nauseous to say the least,fear
i feel terribly helpless sometimes but even with the limited spiritual awareness that i have i am able to find the answers as i know the end is not the outcome of my decision i ll be able to move on readjust pick up the pieces re centre myself or enjoy my decision,fear
i woke up this morning wanting to cry and the feeling hasnt been shaken yet,fear
i had a very provocative dream the kind that makes you feel slightly shaken as you wake up from it,fear
i quite dig the subdued tone and plot direction i feel a reluctant emotional bond with the show,fear
i am friendly and so easy to talk to if only you are open to knowing me as a friend and not from a top down approach cos i feel intimidated and when i only know i do not want to offend somebody i shut up,fear
i dont call what i am feeling as nervous but more anxious,fear
i feel so hesitant posting them,fear
i have been feeling very apprehensive about going back,fear
i was cleaning up the place and about minutes in i started feeling paranoid and what i can only assume is the beginning of a psychotic episode,fear
i feel crazily indecisive impulsive just in a,fear
i have never done anything to make her cry or want her to cry but after four months i feel a little strange i have never seen that side of her,fear
i sort of feel a bit unsure now as to what to touch upon next,fear
im still not sure why reilly feels the need to be so weird,fear
im just really hurting and feeling a bit overwhelmed,fear
i didn t for one minute feel intimidated or stupid,fear
i have written i feel suddenly hesitant to post it,fear
i feel reluctant to sell but hey,fear
i dont show my insecurity in my persona if not i might come off as a mad bitch whod practically hated on everyone just because shes feeling insecured and being too overly paranoid,fear
i do feel insecure because if there was a way to examine boyfriends he d be exempted,fear
ive been feeling restless inside and i dont understand why,fear
i did feel unsure about it but thanks to l a lot of people liked it,fear
i feel so insecure about my writing,fear
i feel pressured helpless because i dont have control over this,fear
im done with putting up with this constant bullying because that is what it is when you feel threatened and constantly on the defensive and i am tired of constantly defending myself to others,fear
i feel shaken or angry that my husband keeps lying to me and is a sexaholic i often start to feel mad at god,fear
i also feel fearful and concerned for them both worried,fear
im lying in bed feeling very anxious and have a knot in my stomach,fear
i don t like the idea that women in the entertainment industry especially in pop music may feel pressured to turn themselves into hypersexual tartlets but i get the feeling that rihanna isn t being provocative because she feels she has to,fear
i have had since july st i am feeling shaken knowing i will be homeless in two months and as close to a home that i have is gone,fear
im feeling frantic about time as if the whole summer were a giant hour glass and if im not vigilant all the sand is going to rush out in a whoosh and ill have dipshit to show for it,fear
i kind of feel fearful of starting,fear
i am if i go back to the hostel for a break i feel anxious to get back out and see more and more take it all in,fear
i know just how you feel any ache pain in tummy i get frightened incase it em again,fear
i do for a living and lately more often than not both me and my wife who s also an ubuntu user have been feeling a bit uncertain about linux being the platform where we want to keep working,fear
im just feeling bashful whenever i talk to you,fear
i decided that since things were finally starting to go well but i was still feeling a little uncertain i d give myself a little more time to let the training come together,fear
i wear it i feel anxious visable spotlighted different unfashionable stupid embarrassed ashamed and paranoid,fear
i am feeling suspicious lj cut text suspicions,fear
i think this is really great having been in situations where i feel overtly threatened in a public place where everyone pretends they don t see what s happening,fear
i was feeling pretty anxious and overwhelmed as a friend rightly noted probably because i was on a boat with my mom grandmother and great aunt and no where to flee except the damn cold baltic sea,fear
i feel scared because i dont know the students and the teachers,fear
i feel a little bit anxious about it,fear
i am feeling very shaky today,fear
i am feeling shaky and weak,fear
i also always feel a little scared,fear
i feel strange being thankful when such awful things on the other sides of the oceans that surround that country happen on a daily basis,fear
i was feeling pretty terrified full of nervous energy,fear
im feeling overwhelmed i can just give people the middle finger or tell them to f off,fear
ive been feeling so anxious and nauseous and tired but also so elated that some nights its all i can do to crawl into bed,fear
i got upset when i feel that the only person whos uptight on chatting is just me,fear
i myself stood before the crowd and talk but no more recent addition to the crowd feeling a little shaky hihi training and skills needed to maintain constant the better,fear
i like about dating him is how outgoing he is which makes me feel more at ease because im somewhat shy,fear
i am learning is one of my default reactions when i feel threatened,fear
i fought back the blush on his cheeks one hand resting over his heart feeling the frantic beating almost positive kai could hear it,fear
i feel pressured by a dumb feeling,fear
im more than ready to meet this little man but knowing that time is running out leaves me feeling a little apprehensive,fear
i will confess to you i have had moments of feeling overwhelmed and ill admit being a bit melancholy,fear
i meet in supermarkets banks dentists etc make me feel like im weird,fear
i feel a little bit frightened of islam,fear
i feel so vulnerable to criticism like if my lunch stinks or if somebody comments on what i eat i have this embarrassed feeling,fear
i am supposed to feel doubtful but i still think i forget sometimes how amazing it is that i am living in this city and that i get to work with such inspiring young women at my internship,fear
i guess avoiding the boundaries conversation with him has me feeling a little unsure about my confidence and strength,fear
i know he is totally trainable and can be free of his arm chewing habits i feel that the kids would be too nervous around him during the training process,fear
i thought i should be excited that im starting work but im feeling reluctant as ever,fear
i feel anxious for myself moment of truth i feel rather like a tiger in a cage when it comes to testing,fear
i cannot and i feel a strange sadness for a thing that i m now ready for but cannot do,fear
i feel quite uncertain that the art i create and my personal brand of creative living are what im here to contribute,fear
i feel so like distraught and lost being there,fear
i feel when they are distressed in the night is perhaps more than empathy,fear
i scream every day and every night and no one hears and my face is starting to fall off and i feel anxious and frightened all the time and i don t think i know what anything means anymore,fear
i feel strange,fear
i was escorting a relative on a bike,fear
i have a feeling of being scared but also knowing that i am in for some really big changes in my mind body and spirit,fear
i also told my cousin that i feel like the other family members do not know how to talk to me or are afraid to talk to me,fear
i cant help but feeling a little hesitant about my decision just because of the magnitude of the decision,fear
im feeling a bit suspicious,fear
i feel pressured to write because i pressure myself to write or at least that it s just ingrained to do so,fear
i feel scared that i own it,fear
i feel hesitant to do it since i don t have any experience with programming and all,fear
i guess the finality of my decision and the financial repercussions have me feeling doubtful,fear
i can but i feel massively uncomfortable doing it it consumes massive amounts of processing power and i associate it with some very bad situations ive been in recently,fear
i am just feel so shy cause i realized those people behind me just didnt dance and look at us gt,fear
i think my feelings remix is the result of how neurotic i can be,fear
i feel unsure or neutral about changing but really does not want to change,fear
i am new to this so feels kind of strange but i will push through it,fear
i rarely feel hesitant to say something sometimes even too much,fear
i felt jealous when you i feel insecure when,fear
i felt myself melting away again but this time it was a happy feeling not a scared one,fear
i feel like its flying by and im afraid im going to miss something,fear
i did it i survived our very first big kid trauma though i still feel shaken by the whole event,fear
i feel like this was a milestone race and i ve shaken the novice feeling off,fear
i was feeling extremely anxious,fear
i know who all think this way so i ve always feel skeptical about painting my nails red since i also have light skin so the red is really going to stand out is there a cute way for a year old to wear red nails without looking like she s trying too hard or looking like a hooker,fear
i shouldnt be afraid to go out in public and feel paranoid because ive done nothing wrong,fear
i feel xs more indecisive,fear
i sat down at the computer feeling nervous excited and more than a little silly,fear
i was feeling very unsure as to whether or not i should continue to blog at all,fear
i feel paranoid when i wear makeup out,fear
i also feel paranoid that everyone is listening to my phone conversations whats that all about,fear
i feel strange out of sorts and i wont resort to this again,fear
i have had some very emotional nights of crying feeling unsure and angry,fear
i feel skeptical about the sustainability of that,fear
i read a story that left me feeling confused frustrated and a little angry,fear
i am already feeling anxious then how is going off my anti anxiety medicine going to help me,fear
